Date,Transaction Description,Category,Amount,Balance,Transaction Type,Payment Method,Merchant Category Code,Location,Account Number,Transaction ID,Currency,Notes,Category Confidence Score
2024-06-18 12:21:57.958751,Costco,Groceries,-8.95,-13140.88,fee,Online Transfer,,Houston,XXXX-XXXX-XXXX-1234,T10510,USD,,0.78
2024-06-18 12:21:57.958751,Spotify,Entertainment,17.4,-13123.48,credit,Check,,New York,XXXX-XXXX-XXXX-1234,T10511,USD,,0.94
2024-06-19 12:21:57.958751,Whole Foods,Groceries,69.32,-13054.16,credit,Online Transfer,,Seattle,XXXX-XXXX-XXXX-1234,T10512,USD,,0.81
2024-06-19 12:21:57.958751,Best Buy,Electronics,-328.86,-13383.02,debit,Online Transfer,,Boston,XXXX-XXXX-XXXX-1234,T10513,EUR,,0.97
2024-06-19 12:21:57.958751,Airbnb,Travel,366.63,-13016.39,credit,Debit Card,,Miami,XXXX-XXXX-XXXX-1234,T10514,EUR,,0.72
2024-06-20 12:21:57.958751,Apple Store,Electronics,231.74,-12784.65,credit,Cash,,Miami,XXXX-XXXX-XXXX-1234,T10515,USD,,0.72
2024-06-21 12:21:57.958751,Target,Shopping,-25.85,-12810.5,debit,Debit Card,,Chicago,XXXX-XXXX-XXXX-1234,T10516,EUR,,0.98
2024-06-22 12:21:57.958751,Amazon,Shopping,-105.62,-12916.12,debit,Check,,Los Angeles,XXXX-XXXX-XXXX-1234,T10517,EUR,,0.89
2024-06-22 12:21:57.958751,Best Buy,Electronics,200.98,-12715.14,credit,Check,,Boston,XXXX-XXXX-XXXX-1234,T10518,USD,,0.81
2024-06-24 12:21:57.958751,Netflix,Entertainment,-19.64,-12734.78,debit,Check,,Miami,XXXX-XXXX-XXXX-1234,T10519,USD,,0.93
2024-06-25 12:21:57.958751,Airbnb,Travel,323.13,-12411.65,credit,Debit Card,,Denver,XXXX-XXXX-XXXX-1234,T10520,USD,,0.9
2024-06-25 12:21:57.958751,Apple Store,Electronics,-175.94,-12587.59,debit,Online Transfer,,Boston,XXXX-XXXX-XXXX-1234,T10521,USD,,0.86
2024-06-29 12:21:57.958751,Delta Airlines,Travel,-80.96,-12668.55,debit,Online Transfer,,Miami,XXXX-XXXX-XXXX-1234,T10522,EUR,,0.73
2024-06-30 12:21:57.958751,Water Utility,Utilities,49.24,-12619.31,credit,Credit Card,,Atlanta,XXXX-XXXX-XXXX-1234,T10523,USD,,0.94
2024-06-30 12:21:57.958751,Netflix,Entertainment,-28.96,-12648.27,debit,Check,,Boston,XXXX-XXXX-XXXX-1234,T10524,GBP,,0.96
2024-06-30 12:21:57.958751,Apple Store,Electronics,-212.97,-12861.24,debit,Online Transfer,,San Francisco,XXXX-XXXX-XXXX-1234,T10525,USD,,0.75
2024-07-01 12:21:57.958751,Delta Airlines,Travel,-360.65,-13221.89,debit,Credit Card,,Boston,XXXX-XXXX-XXXX-1234,T10526,USD,,0.96
2024-07-01 12:21:57.958751,McDonald's,Dining,18.53,-13203.36,credit,Online Transfer,,Chicago,XXXX-XXXX-XXXX-1234,T10527,USD,,0.96
2024-07-01 12:21:57.958751,Apple Store,Electronics,-287.55,-13490.91,debit,Check,,Houston,XXXX-XXXX-XXXX-1234,T10528,USD,,0.86
2024-07-01 12:21:57.958751,McDonald's,Dining,36.95,-13453.96,transfer,Cash,,Houston,XXXX-XXXX-XXXX-1234,T10529,EUR,,0.9
2024-07-02 12:21:57.958751,City Electric,Utilities,-121.05,-13575.01,debit,Check,,Houston,XXXX-XXXX-XXXX-1234,T10530,EUR,,0.81
2024-07-02 12:21:57.958751,Water Utility,Utilities,37.33,-13537.68,refund,Debit Card,,San Francisco,XXXX-XXXX-XXXX-1234,T10531,USD,,0.78
2024-07-03 12:21:57.958751,Airbnb,Travel,-18.88,-13556.56,fee,Online Transfer,,Seattle,XXXX-XXXX-XXXX-1234,T10532,USD,,0.92
2024-07-03 12:21:57.958751,McDonald's,Dining,-15.39,-13571.95,debit,Online Transfer,,Houston,XXXX-XXXX-XXXX-1234,T10533,USD,,0.96
2024-07-04 12:21:57.958751,Local Bookstore,Shopping,-61.52,-13633.47,debit,Debit Card,,New York,XXXX-XXXX-XXXX-1234,T10534,USD,,0.9
2024-07-05 12:21:57.958751,Walmart,Groceries,-63.68,-13697.15,debit,Debit Card,,San Francisco,XXXX-XXXX-XXXX-1234,T10535,USD,,0.85
2024-07-05 12:21:57.958751,Airbnb,Travel,-504.61,-14201.76,debit,Cash,,Seattle,XXXX-XXXX-XXXX-1234,T10536,USD,,0.75
2024-07-07 12:21:57.958751,Amazon,Shopping,-31.06,-14232.82,debit,Online Transfer,,New York,XXXX-XXXX-XXXX-1234,T10537,USD,,0.72
2024-07-07 12:21:57.958751,Airbnb,Travel,-270.45,-14503.27,debit,Online Transfer,,New York,XXXX-XXXX-XXXX-1234,T10538,GBP,,0.83
2024-07-07 12:21:57.958751,McDonald's,Dining,-13.89,-14517.16,debit,Cash,,New York,XXXX-XXXX-XXXX-1234,T10539,USD,,0.71
2024-07-08 12:21:57.958751,McDonald's,Dining,-21.43,-14538.59,debit,Credit Card,,Denver,XXXX-XXXX-XXXX-1234,T10540,USD,,0.87
2024-07-08 12:21:57.958751,Starbucks,Coffee,-5.03,-14543.62,debit,Cash,,Chicago,XXXX-XXXX-XXXX-1234,T10541,USD,,0.81
2024-07-08 12:21:57.958751,Netflix,Entertainment,-25.09,-14568.71,debit,Check,,Chicago,XXXX-XXXX-XXXX-1234,T10542,USD,,0.93
2024-07-08 12:21:57.958751,Local Bookstore,Shopping,47.83,-14520.88,refund,Online Transfer,,San Francisco,XXXX-XXXX-XXXX-1234,T10543,USD,,0.79
2024-07-09 12:21:57.958751,Delta Airlines,Travel,-506.22,-15027.1,debit,Debit Card,,New York,XXXX-XXXX-XXXX-1234,T10544,GBP,,0.88
2024-07-09 12:21:57.958751,Airbnb,Travel,-252.73,-15279.83,debit,Check,,Atlanta,XXXX-XXXX-XXXX-1234,T10545,EUR,,0.86
2024-07-11 12:21:57.958751,Starbucks,Coffee,-7.32,-15287.15,debit,Online Transfer,,Boston,XXXX-XXXX-XXXX-1234,T10546,USD,,0.7
2024-07-11 12:21:57.958751,Delta Airlines,Travel,380.58,-14906.57,credit,Cash,,Seattle,XXXX-XXXX-XXXX-1234,T10547,USD,,0.72
2024-07-12 12:21:57.958751,Whole Foods,Groceries,-50.57,-14957.14,transfer,Check,,Chicago,XXXX-XXXX-XXXX-1234,T10548,USD,,0.79
2024-07-12 12:21:57.958751,McDonald's,Dining,29.02,-14928.12,credit,Online Transfer,,Houston,XXXX-XXXX-XXXX-1234,T10549,EUR,,0.96
2024-07-13 12:21:57.958751,Target,Shopping,-8.49,-14936.61,fee,Credit Card,,San Francisco,XXXX-XXXX-XXXX-1234,T10550,USD,,0.74
2024-07-13 12:21:57.958751,McDonald's,Dining,-20.81,-14957.42,debit,Credit Card,,Seattle,XXXX-XXXX-XXXX-1234,T10551,USD,,0.91
2024-07-13 12:21:57.958751,Spotify,Entertainment,11.98,-14945.44,credit,Debit Card,,San Francisco,XXXX-XXXX-XXXX-1234,T10552,USD,,0.99
2024-07-15 12:21:57.958751,Shell Gas,Fuel,58.36,-14887.08,credit,Online Transfer,,Atlanta,XXXX-XXXX-XXXX-1234,T10553,USD,,0.94
2024-07-16 12:21:57.958751,Netflix,Entertainment,-0.11,-14887.19,debit,Credit Card,,Denver,XXXX-XXXX-XXXX-1234,T10554,USD,,0.77
2024-07-16 12:21:57.958751,Uber,Transport,-6.72,-14893.91,fee,Cash,,Denver,XXXX-XXXX-XXXX-1234,T10555,GBP,,0.97
2024-07-16 12:21:57.958751,Apple Store,Electronics,-241.85,-15135.76,debit,Online Transfer,,New York,XXXX-XXXX-XXXX-1234,T10556,USD,,0.73
2024-07-16 12:21:57.958751,Target,Shopping,-43.87,-15179.63,debit,Cash,,Denver,XXXX-XXXX-XXXX-1234,T10557,USD,,0.84
2024-07-17 12:21:57.958751,McDonald's,Dining,-26.14,-15205.77,debit,Cash,,San Francisco,XXXX-XXXX-XXXX-1234,T10558,USD,,0.97
2024-07-17 12:21:57.958751,Local Bookstore,Shopping,-56.54,-15262.31,debit,Credit Card,,Houston,XXXX-XXXX-XXXX-1234,T10559,EUR,,0.89
2024-07-18 12:21:57.958751,Spotify,Entertainment,12.48,-15249.83,credit,Online Transfer,,New York,XXXX-XXXX-XXXX-1234,T10560,GBP,,0.82
2024-07-18 12:21:57.958751,Spotify,Entertainment,-24.65,-15274.48,debit,Check,,Miami,XXXX-XXXX-XXXX-1234,T10561,USD,,0.79
2024-07-18 12:21:57.958751,Target,Shopping,-107.7,-15382.18,debit,Credit Card,,Seattle,XXXX-XXXX-XXXX-1234,T10562,EUR,,0.81
2024-07-19 12:21:57.958751,Uber,Transport,-31.49,-15413.67,debit,Credit Card,,Atlanta,XXXX-XXXX-XXXX-1234,T10563,USD,,0.85
2024-07-20 12:21:57.958751,Water Utility,Utilities,112.91,-15300.76,credit,Online Transfer,,New York,XXXX-XXXX-XXXX-1234,T10564,USD,,0.8
2024-07-20 12:21:57.958751,Shell Gas,Fuel,-12.39,-15313.15,debit,Online Transfer,,San Francisco,XXXX-XXXX-XXXX-1234,T10565,USD,,0.99
2024-07-22 12:21:57.958751,Amazon,Shopping,-131.74,-15444.89,debit,Cash,,Seattle,XXXX-XXXX-XXXX-1234,T10566,USD,,0.98
2024-07-22 12:21:57.958751,CVS Pharmacy,Health,39.18,-15405.71,transfer,Online Transfer,,Houston,XXXX-XXXX-XXXX-1234,T10567,USD,,0.96
2024-07-23 12:21:57.958751,McDonald's,Dining,21.28,-15384.43,credit,Cash,,Los Angeles,XXXX-XXXX-XXXX-1234,T10568,USD,,0.83
2024-07-23 12:21:57.958751,Costco,Groceries,-93.16,-15477.59,debit,Credit Card,,Atlanta,XXXX-XXXX-XXXX-1234,T10569,USD,,0.91
2024-07-24 12:21:57.958751,Uber,Transport,23.35,-15454.24,credit,Debit Card,,San Francisco,XXXX-XXXX-XXXX-1234,T10570,GBP,,0.97
2024-07-25 12:21:57.958751,Amazon,Shopping,143.15,-15311.09,credit,Check,,Atlanta,XXXX-XXXX-XXXX-1234,T10571,USD,,0.96
2024-07-26 12:21:57.958751,McDonald's,Dining,26.14,-15284.95,credit,Credit Card,,Chicago,XXXX-XXXX-XXXX-1234,T10572,USD,,0.82
2024-07-28 12:21:57.958751,CVS Pharmacy,Health,-57.08,-15342.03,debit,Online Transfer,,Los Angeles,XXXX-XXXX-XXXX-1234,T10573,USD,,0.73
2024-07-29 12:21:57.958751,City Electric,Utilities,-49.98,-15392.01,debit,Check,,Seattle,XXXX-XXXX-XXXX-1234,T10574,EUR,,0.72
2024-07-30 12:21:57.958751,Whole Foods,Groceries,-31.68,-15423.69,debit,Debit Card,,Denver,XXXX-XXXX-XXXX-1234,T10575,USD,,0.87
2024-07-30 12:21:57.958751,City Electric,Utilities,-116.1,-15539.79,debit,Debit Card,,San Francisco,XXXX-XXXX-XXXX-1234,T10576,USD,,0.89
2024-07-30 12:21:57.958751,Airbnb,Travel,-363.8,-15903.59,debit,Cash,,Atlanta,XXXX-XXXX-XXXX-1234,T10577,GBP,,0.95
2024-07-31 12:21:57.958751,Amazon,Shopping,-22.75,-15926.34,debit,Check,,Seattle,XXXX-XXXX-XXXX-1234,T10578,USD,,0.79
2024-08-01 12:21:57.958751,McDonald's,Dining,-14.61,-15940.95,debit,Cash,,Denver,XXXX-XXXX-XXXX-1234,T10579,USD,,0.75
2024-08-02 12:21:57.958751,Walmart,Groceries,-59.66,-16000.61,debit,Credit Card,,Houston,XXXX-XXXX-XXXX-1234,T10580,EUR,,0.81
2024-08-03 12:21:57.958751,Delta Airlines,Travel,-425.66,-16426.27,debit,Check,,Houston,XXXX-XXXX-XXXX-1234,T10581,USD,,0.81
2024-08-04 12:21:57.958751,Netflix,Entertainment,14.94,-16411.33,credit,Credit Card,,Atlanta,XXXX-XXXX-XXXX-1234,T10582,USD,,0.74
2024-08-04 12:21:57.958751,Local Bookstore,Shopping,-45.71,-16457.04,debit,Cash,,New York,XXXX-XXXX-XXXX-1234,T10583,USD,,0.9
2024-08-06 12:21:57.958751,Uber,Transport,-31.54,-16488.58,debit,Check,,Chicago,XXXX-XXXX-XXXX-1234,T10584,USD,,0.85
2024-08-06 12:21:57.958751,Spotify,Entertainment,12.51,-16476.07,credit,Cash,,New York,XXXX-XXXX-XXXX-1234,T10585,USD,,0.92
2024-08-06 12:21:57.958751,Whole Foods,Groceries,-0.43,-16476.5,debit,Check,,Chicago,XXXX-XXXX-XXXX-1234,T10586,USD,,0.81
2024-08-09 12:21:57.958751,Amazon,Shopping,35.03,-16441.47,credit,Cash,,San Francisco,XXXX-XXXX-XXXX-1234,T10587,USD,,0.8
2024-08-11 12:21:57.958751,Best Buy,Electronics,288.84,-16152.63,credit,Debit Card,,Miami,XXXX-XXXX-XXXX-1234,T10588,USD,,0.84
2024-08-12 12:21:57.958751,Apple Store,Electronics,-212.86,-16365.49,debit,Cash,,Atlanta,XXXX-XXXX-XXXX-1234,T10589,EUR,,0.96
2024-08-16 12:21:57.958751,Shell Gas,Fuel,45.29,-16320.2,credit,Debit Card,,Boston,XXXX-XXXX-XXXX-1234,T10590,USD,,0.71
2024-08-19 12:21:57.958751,Gym Membership,Health,-59.31,-16379.51,debit,Cash,,Atlanta,XXXX-XXXX-XXXX-1234,T10591,USD,,0.94
2024-08-19 12:21:57.958751,Shell Gas,Fuel,-52.75,-16432.26,debit,Check,,Los Angeles,XXXX-XXXX-XXXX-1234,T10592,EUR,,0.81
2024-08-19 12:21:57.958751,Water Utility,Utilities,-135.61,-16567.87,debit,Check,,Denver,XXXX-XXXX-XXXX-1234,T10593,USD,,0.96
2024-08-19 12:21:57.958751,Shell Gas,Fuel,-12.15,-16580.02,debit,Check,,Los Angeles,XXXX-XXXX-XXXX-1234,T10594,USD,,0.94
2024-08-20 12:21:57.958751,City Electric,Utilities,-111.2,-16691.22,transfer,Online Transfer,,Houston,XXXX-XXXX-XXXX-1234,T10595,GBP,,0.8
2024-08-21 12:21:57.958751,Costco,Groceries,-32.38,-16723.6,debit,Credit Card,,Chicago,XXXX-XXXX-XXXX-1234,T10596,USD,,0.91
2024-08-21 12:21:57.958751,City Electric,Utilities,-45.13,-16768.73,debit,Check,,Denver,XXXX-XXXX-XXXX-1234,T10597,USD,,0.75
2024-08-22 12:21:57.958751,Spotify,Entertainment,-13.95,-16782.68,debit,Debit Card,,Houston,XXXX-XXXX-XXXX-1234,T10598,EUR,,0.97
2024-08-22 12:21:57.958751,Starbucks,Coffee,-8.16,-16790.84,debit,Check,,Denver,XXXX-XXXX-XXXX-1234,T10599,USD,,0.82
2024-08-23 12:21:57.958751,Water Utility,Utilities,-102.95,-16893.79,debit,Online Transfer,,New York,XXXX-XXXX-XXXX-1234,T10600,USD,,0.84
2024-08-25 12:21:57.958751,Water Utility,Utilities,-74.15,-16967.94,debit,Debit Card,,Houston,XXXX-XXXX-XXXX-1234,T10601,USD,,0.91
2024-08-25 12:21:57.958751,CVS Pharmacy,Health,50.2,-16917.74,credit,Online Transfer,,New York,XXXX-XXXX-XXXX-1234,T10602,USD,,0.95
2024-08-26 12:21:57.958751,Best Buy,Electronics,-226.86,-17144.6,debit,Debit Card,,New York,XXXX-XXXX-XXXX-1234,T10603,USD,,0.77
2024-08-26 12:21:57.958751,Costco,Groceries,-20.75,-17165.35,debit,Cash,,Denver,XXXX-XXXX-XXXX-1234,T10604,GBP,,0.9
2024-08-27 12:21:57.958751,Shell Gas,Fuel,-37.1,-17202.45,debit,Credit Card,,Seattle,XXXX-XXXX-XXXX-1234,T10605,USD,,0.82
2024-08-28 12:21:57.958751,Walmart,Groceries,-48.17,-17250.62,debit,Credit Card,,Los Angeles,XXXX-XXXX-XXXX-1234,T10606,EUR,,0.81
2024-08-29 12:21:57.958751,Gym Membership,Health,50.0,-17200.62,credit,Online Transfer,,Houston,XXXX-XXXX-XXXX-1234,T10607,USD,,0.91
2024-08-29 12:21:57.958751,Costco,Groceries,-35.84,-17236.46,debit,Credit Card,,Boston,XXXX-XXXX-XXXX-1234,T10608,EUR,,0.82
2024-08-30 12:21:57.958751,Uber,Transport,-13.59,-17250.05,debit,Online Transfer,,Seattle,XXXX-XXXX-XXXX-1234,T10609,EUR,,0.8
2024-08-30 12:21:57.958751,Target,Shopping,-97.72,-17347.77,debit,Online Transfer,,Los Angeles,XXXX-XXXX-XXXX-1234,T10610,USD,,0.95
2024-08-31 12:21:57.958751,Starbucks,Coffee,5.03,-17342.74,credit,Online Transfer,,Houston,XXXX-XXXX-XXXX-1234,T10611,USD,,0.73
2024-08-31 12:21:57.958751,Netflix,Entertainment,-12.57,-17355.31,debit,Credit Card,,Chicago,XXXX-XXXX-XXXX-1234,T10612,USD,,0.9
2024-09-02 12:21:57.958751,Best Buy,Electronics,-191.91,-17547.22,debit,Online Transfer,,Los Angeles,XXXX-XXXX-XXXX-1234,T10613,USD,,0.77
2024-09-03 12:21:57.958751,Best Buy,Electronics,217.02,-17330.2,credit,Credit Card,,Boston,XXXX-XXXX-XXXX-1234,T10614,EUR,,0.7
2024-09-03 12:21:57.958751,Local Bookstore,Shopping,-148.16,-17478.36,debit,Online Transfer,,Atlanta,XXXX-XXXX-XXXX-1234,T10615,EUR,,0.75
2024-09-04 12:21:57.958751,Target,Shopping,162.43,-17315.93,credit,Check,,San Francisco,XXXX-XXXX-XXXX-1234,T10616,USD,,0.88
2024-09-06 12:21:57.958751,Amazon,Shopping,145.89,-17170.04,credit,Online Transfer,,New York,XXXX-XXXX-XXXX-1234,T10617,USD,,0.91
2024-09-06 12:21:57.958751,CVS Pharmacy,Health,-4.0,-17174.04,debit,Debit Card,,San Francisco,XXXX-XXXX-XXXX-1234,T10618,USD,,0.71
2024-09-06 12:21:57.958751,Amazon,Shopping,-67.9,-17241.94,debit,Online Transfer,,Seattle,XXXX-XXXX-XXXX-1234,T10619,USD,,0.71
2024-09-08 12:21:57.958751,Shell Gas,Fuel,-36.43,-17278.37,debit,Cash,,Atlanta,XXXX-XXXX-XXXX-1234,T10620,USD,,0.97
2024-09-08 12:21:57.958751,City Electric,Utilities,-5.76,-17284.13,debit,Online Transfer,,New York,XXXX-XXXX-XXXX-1234,T10621,EUR,,0.72
2024-09-09 12:21:57.958751,Walmart,Groceries,16.24,-17267.89,refund,Debit Card,,Houston,XXXX-XXXX-XXXX-1234,T10622,GBP,,0.97
2024-09-09 12:21:57.958751,McDonald's,Dining,-18.09,-17285.98,debit,Debit Card,,Seattle,XXXX-XXXX-XXXX-1234,T10623,USD,,0.77
2024-09-09 12:21:57.958751,Whole Foods,Groceries,-38.78,-17324.76,debit,Credit Card,,Boston,XXXX-XXXX-XXXX-1234,T10624,USD,,0.92
2024-09-10 12:21:57.958751,Uber,Transport,30.06,-17294.7,credit,Check,,Denver,XXXX-XXXX-XXXX-1234,T10625,USD,,0.79
2024-09-10 12:21:57.958751,Best Buy,Electronics,-61.92,-17356.62,debit,Online Transfer,,Houston,XXXX-XXXX-XXXX-1234,T10626,USD,,0.96
2024-09-11 12:21:57.958751,Target,Shopping,-76.99,-17433.61,debit,Credit Card,,Los Angeles,XXXX-XXXX-XXXX-1234,T10627,USD,,0.91
2024-09-12 12:21:57.958751,Gym Membership,Health,-37.66,-17471.27,debit,Check,,Denver,XXXX-XXXX-XXXX-1234,T10628,USD,,0.82
2024-09-13 12:21:57.958751,Amazon,Shopping,-100.51,-17571.78,debit,Online Transfer,,Seattle,XXXX-XXXX-XXXX-1234,T10629,EUR,,0.72
2024-09-13 12:21:57.958751,Best Buy,Electronics,266.81,-17304.97,credit,Cash,,Los Angeles,XXXX-XXXX-XXXX-1234,T10630,USD,,0.92
2024-09-14 12:21:57.958751,CVS Pharmacy,Health,-41.8,-17346.77,debit,Online Transfer,,Boston,XXXX-XXXX-XXXX-1234,T10631,USD,,0.89
2024-09-14 12:21:57.958751,Gym Membership,Health,-27.88,-17374.65,debit,Debit Card,,San Francisco,XXXX-XXXX-XXXX-1234,T10632,GBP,,0.7
2024-09-14 12:21:57.958751,Target,Shopping,-106.01,-17480.66,debit,Debit Card,,Los Angeles,XXXX-XXXX-XXXX-1234,T10633,EUR,,0.7
2024-09-15 12:21:57.958751,Walmart,Groceries,-30.0,-17510.66,debit,Cash,,San Francisco,XXXX-XXXX-XXXX-1234,T10634,USD,,0.94
2024-09-15 12:21:57.958751,City Electric,Utilities,-64.87,-17575.53,debit,Credit Card,,New York,XXXX-XXXX-XXXX-1234,T10635,USD,,0.78
2024-09-17 12:21:57.958751,Costco,Groceries,-23.61,-17599.14,debit,Check,,Chicago,XXXX-XXXX-XXXX-1234,T10636,USD,,0.89
2024-09-19 12:21:57.958751,Best Buy,Electronics,-306.54,-17905.68,debit,Online Transfer,,Miami,XXXX-XXXX-XXXX-1234,T10637,EUR,,0.84
2024-09-20 12:21:57.958751,Delta Airlines,Travel,405.89,-17499.79,transfer,Debit Card,,Houston,XXXX-XXXX-XXXX-1234,T10638,EUR,,0.96
2024-09-21 12:21:57.958751,Apple Store,Electronics,-227.08,-17726.87,debit,Credit Card,,Miami,XXXX-XXXX-XXXX-1234,T10639,USD,,0.98
2024-09-22 12:21:57.958751,Gym Membership,Health,-42.59,-17769.46,debit,Cash,,New York,XXXX-XXXX-XXXX-1234,T10640,USD,,1.0
2024-09-23 12:21:57.958751,Netflix,Entertainment,-11.19,-17780.65,debit,Debit Card,,Los Angeles,XXXX-XXXX-XXXX-1234,T10641,EUR,,0.75
2024-09-23 12:21:57.958751,Local Bookstore,Shopping,105.48,-17675.17,credit,Cash,,New York,XXXX-XXXX-XXXX-1234,T10642,USD,,0.96
2024-09-24 12:21:57.958751,Apple Store,Electronics,247.42,-17427.75,credit,Online Transfer,,Miami,XXXX-XXXX-XXXX-1234,T10643,USD,,0.78
2024-09-24 12:21:57.958751,Walmart,Groceries,-12.6,-17440.35,debit,Check,,Miami,XXXX-XXXX-XXXX-1234,T10644,USD,,0.88
2024-09-25 12:21:57.958751,Starbucks,Coffee,-14.8,-17455.15,fee,Debit Card,,Houston,XXXX-XXXX-XXXX-1234,T10645,USD,,0.85
2024-09-25 12:21:57.958751,Netflix,Entertainment,-24.64,-17479.79,debit,Debit Card,,Denver,XXXX-XXXX-XXXX-1234,T10646,USD,,0.71
2024-09-26 12:21:57.958751,Best Buy,Electronics,-137.44,-17617.23,debit,Online Transfer,,Atlanta,XXXX-XXXX-XXXX-1234,T10647,EUR,,0.98
2024-09-26 12:21:57.958751,Amazon,Shopping,-80.08,-17697.31,debit,Credit Card,,New York,XXXX-XXXX-XXXX-1234,T10648,GBP,,0.72
2024-09-26 12:21:57.958751,Walmart,Groceries,-81.08,-17778.39,debit,Check,,Chicago,XXXX-XXXX-XXXX-1234,T10649,USD,,0.91
2024-09-27 12:21:57.958751,City Electric,Utilities,87.23,-17691.16,credit,Debit Card,,Atlanta,XXXX-XXXX-XXXX-1234,T10650,USD,,0.94
2024-09-27 12:21:57.958751,Costco,Groceries,-64.71,-17755.87,debit,Check,,New York,XXXX-XXXX-XXXX-1234,T10651,USD,,0.94
2024-09-27 12:21:57.958751,Water Utility,Utilities,-71.54,-17827.41,debit,Debit Card,,Boston,XXXX-XXXX-XXXX-1234,T10652,USD,,0.74
2024-09-27 12:21:57.958751,Best Buy,Electronics,333.38,-17494.03,credit,Check,,Seattle,XXXX-XXXX-XXXX-1234,T10653,USD,,0.83
2024-09-28 12:21:57.958751,Costco,Groceries,-62.25,-17556.28,debit,Cash,,Seattle,XXXX-XXXX-XXXX-1234,T10654,GBP,,0.95
2024-09-28 12:21:57.958751,Delta Airlines,Travel,-382.15,-17938.43,debit,Debit Card,,Miami,XXXX-XXXX-XXXX-1234,T10655,USD,,0.79
2024-09-29 12:21:57.958751,Airbnb,Travel,-384.95,-18323.38,debit,Check,,Seattle,XXXX-XXXX-XXXX-1234,T10656,USD,,0.84
2024-09-29 12:21:57.958751,CVS Pharmacy,Health,-25.29,-18348.67,debit,Credit Card,,San Francisco,XXXX-XXXX-XXXX-1234,T10657,USD,,0.78
2024-09-29 12:21:57.958751,City Electric,Utilities,-57.63,-18406.3,debit,Cash,,Chicago,XXXX-XXXX-XXXX-1234,T10658,EUR,,0.84
2024-09-30 12:21:57.958751,Airbnb,Travel,-415.39,-18821.69,debit,Cash,,Seattle,XXXX-XXXX-XXXX-1234,T10659,EUR,,0.97
2024-09-30 12:21:57.958751,Best Buy,Electronics,-212.64,-19034.33,debit,Credit Card,,Los Angeles,XXXX-XXXX-XXXX-1234,T10660,GBP,,0.84
2024-09-30 12:21:57.958751,CVS Pharmacy,Health,-14.39,-19048.72,debit,Check,,San Francisco,XXXX-XXXX-XXXX-1234,T10661,EUR,,0.87
2024-10-04 12:21:57.958751,Water Utility,Utilities,132.14,-18916.58,credit,Online Transfer,,Atlanta,XXXX-XXXX-XXXX-1234,T10662,USD,,0.82
2024-10-04 12:21:57.958751,Gym Membership,Health,-52.12,-18968.7,debit,Credit Card,,San Francisco,XXXX-XXXX-XXXX-1234,T10663,USD,,0.84
2024-10-07 12:21:57.958751,Uber,Transport,-25.47,-18994.17,debit,Check,,New York,XXXX-XXXX-XXXX-1234,T10664,USD,,0.7
2024-10-08 12:21:57.958751,Walmart,Groceries,-43.16,-19037.33,debit,Credit Card,,Miami,XXXX-XXXX-XXXX-1234,T10665,USD,,0.79
2024-10-08 12:21:57.958751,Costco,Groceries,-54.97,-19092.3,debit,Credit Card,,Houston,XXXX-XXXX-XXXX-1234,T10666,USD,,0.83
2024-10-08 12:21:57.958751,Walmart,Groceries,-62.94,-19155.24,debit,Debit Card,,Houston,XXXX-XXXX-XXXX-1234,T10667,USD,,0.89
2024-10-11 12:21:57.958751,Gym Membership,Health,-0.58,-19155.82,debit,Check,,Boston,XXXX-XXXX-XXXX-1234,T10668,USD,,0.84
2024-10-11 12:21:57.958751,CVS Pharmacy,Health,-71.97,-19227.79,debit,Online Transfer,,Chicago,XXXX-XXXX-XXXX-1234,T10669,USD,,0.8
2024-10-12 12:21:57.958751,Best Buy,Electronics,-353.48,-19581.27,transfer,Debit Card,,New York,XXXX-XXXX-XXXX-1234,T10670,USD,,0.82
2024-10-13 12:21:57.958751,CVS Pharmacy,Health,-52.79,-19634.06,debit,Credit Card,,Houston,XXXX-XXXX-XXXX-1234,T10671,EUR,,0.77
2024-10-13 12:21:57.958751,Uber,Transport,32.54,-19601.52,credit,Credit Card,,Miami,XXXX-XXXX-XXXX-1234,T10672,USD,,0.98
2024-10-15 12:21:57.958751,City Electric,Utilities,-57.11,-19658.63,debit,Credit Card,,Atlanta,XXXX-XXXX-XXXX-1234,T10673,USD,,0.86
2024-10-15 12:21:57.958751,Costco,Groceries,50.28,-19608.35,credit,Check,,Houston,XXXX-XXXX-XXXX-1234,T10674,USD,,0.7
2024-10-16 12:21:57.958751,Gym Membership,Health,-16.39,-19624.74,debit,Check,,Los Angeles,XXXX-XXXX-XXXX-1234,T10675,USD,,0.71
2024-10-16 12:21:57.958751,Shell Gas,Fuel,49.81,-19574.93,credit,Debit Card,,San Francisco,XXXX-XXXX-XXXX-1234,T10676,USD,,0.99
2024-10-19 12:21:57.958751,Whole Foods,Groceries,-83.03,-19657.96,debit,Online Transfer,,Houston,XXXX-XXXX-XXXX-1234,T10677,USD,,0.77
2024-10-20 12:21:57.958751,Netflix,Entertainment,-12.31,-19670.27,debit,Debit Card,,New York,XXXX-XXXX-XXXX-1234,T10678,USD,,0.94
2024-10-20 12:21:57.958751,Delta Airlines,Travel,-367.44,-20037.71,debit,Cash,,Seattle,XXXX-XXXX-XXXX-1234,T10679,USD,,0.72
